Team No,Year,Segmented Text
17,2023,"For instance, weak passwords on these systems can be exploited to gain unauthorized access."
17,2023,"Additionally, if the Wi-Fi network connecting them lacks robust security measures, attackers can eavesdrop on the communication between the robot's computer and the external computer, enabling attacks like the man-in-the-middle attack. Manipulating the data exchanged between these computers is also possible, allowing for the sending of false sensor readings to confuse the robot."
17,2023,Physical damage can be inflicted by physically accessing the computer. This might involve removing cables or damaging the computer's memory components to cause harm. Plugging a USB drive containing malicious software into the computer can also lead to significant damage to the system.
17,2023,"Finally, employing signal jamming, which involves transmitting signals on the same Wi-Fi frequency as the robot's computer and the external computer, can disrupt their connection and impair the robot's functionality."
17,2023,"In the context of the system's hardware components, there are inherent vulnerabilities that span physical damage, theft, and tampering risks."
17,2023,"The Robot: The robot, being the focal point of the system's operation, is the most susceptible device."
17,2023,"It faces the highest risk of physical damage or theft, which could disrupt system functionality. Logically, it is vulnerable to a range of attacks, including man-in-the-middle, wireless eavesdropping, denial-of-service (DOS), unauthorized access, data interception, signal jamming, and network enumeration."
17,2023,These attacks jeopardize the robot's functionality and data security.
17,2023,Wi-Fi Router: Wi-Fi routers are particularly exposed to cyberattacks that target wireless communication.
17,2023,"This includes various attack vectors such as brute force attacks, dictionary attacks, and man-in-the-middle attacks aimed at guessing router usernames and passwords, thereby violating the confidentiality aspect of the CIA triad. Furthermore, attacks like DNS spoofing and rogue access points can compromise data integrity by altering or corrupting transmitted data, potentially leading to data manipulation or unauthorized modifications."
17,2023,External Computer: The external computer is a critical but highly vulnerable component of the system.
17,2023,"Weak login credentials and insufficient access controls pose risks to the confidentiality of sensitive data, opening it up to unauthorized access or interception."
17,2023,"Additionally, the potential for data tampering compromises data integrity, eroding trust in the accuracy and reliability of information stored within the external computer. Furthermore, vulnerabilities make the external computer susceptible to denial-of-service (DOS) attacks or malware injections, disrupting its availability and its crucial role in supporting the robotic system's operations."
17,2023,"Robot Computer: The computer responsible for direct communication with the robot presents attractive targets for attackers. Weak login credentials can lead to unauthorized access, granting attackers control over the robot through the robot computer. Vulnerabilities specific to the robot's control software may be exploited to manipulate the robot's behavior, potentially introducing safety risks or unauthorized actions into the system."
17,2023,"To fortify the system and reduce vulnerabilities, a comprehensive set of security enhancements is recommended."
17,2023,"The first line of defense involves implementing an alarm system directly on the robot, ensuring any unauthorized access or tampering triggers an immediate alert. Additionally, physical security measures should be diligently enforced for both the robot and its sensors, including access controls and locks to prevent unauthorized physical access."
17,2023,Enhancing network security is paramount. Begin by deploying advanced Wi-Fi security protocols like WPA3 and Wi-Fi 6 to safeguard wireless communication channels.
17,2023,The router should employ the highest encryption standards to protect data in transit effectively.
17,2023,"A state-of-the-art firewall configuration is essential, encompassing both proxy and hardware firewalls."
17,2023,"This should include distinct zones for precise traffic control, such as Internal, DMZ, and outside zones."
17,2023,"Furthermore, network ports should be meticulously managed, disabling unnecessary open ports to reduce potential entry points for attackers."
17,2023,"Robust measures against DDoS and DoS attacks must be put in place, including limiting echo replies and dropping unidentified packets to prevent network congestion."
17,2023,"Password complexity should be enforced for all devices, rendering passwords resistant to easy cracking."
17,2023,"Rigorous security testing, including penetration testing and intrusion detection systems, should be conducted to identify and address potential vulnerabilities."
17,2023,The deployment of anti-virus software across the network is vital for detecting and mitigating malware threats.
17,2023,"For sensitive information, a private network, possibly employing Network Address Translation (NAT), should be established to isolate critical components from the broader network."
17,2023,Data encryption using secure key exchange algorithms and the selection of secure communication protocols further enhance the system's security posture.
17,2023,"There could be several motives that will encourage us to compromise the robotics system. The first motive could be to prove our point that we are against replacing human workers  with robots because there are some weaknesses in the robot, and we can justify that by performing the compromise. As a competitor within the industry, we want to compromise the robotic system in order to harm the business' reputation."
17,2023,"Sabotaging this system will lead to major financial loss to the organization considering the scalability of this project, damaging the organization's brand, and causing disruptions in the continuity of the project."
17,2023,"Other competitors might also attempt to compromise the robot and gain access to information that may help them gain the upper hand in the market, earning them more market share and revenue. Other groups with ideological or political motives can compromise the robot to make a statement and prove a concept. The reason behind that could be an act of activism by showcasing the vulnerabilities of such a new concept/system in order to advocate for a more responsible use of robotics, as well as provide evidence on how vulnerable robotic systems are, highlighting potential major security flaws. Lastly, attackers might choose to compromise robotic systems to seek personal gain."
17,2023,"By stealing sensitive data, the attacker can gain personal profit as well as opportunities in career advancement."
17,2023,Introduction: Future of Robots in Construction:  The loss of life and man-power utilization in construction industries have been a  major challenge among relevant stakeholders.
17,2023,"However, with advances in technology  and precision engineering, robotics specifically, this inherent challenge could be  addressed."
17,2023,"Robots can help avoid any assumption that could put human life in  danger, especially people that are working in a highly dangerous construction  environment. Studies have shown that the replacement of human in some critical  construction project reduced the rate of accidents, susceptibility to illness, while  increasing productivity. In addition, using robots instead of humans in construction  sites can significantly improve the overall performance and reduce the danger often  associated with construction projects."
17,2023,"However, the security of such a robotic device  presents a potential challenges to its overall deployment and usages."
17,2023,Studies on the  security analysis of deployed technologies are therefore a necessity for technology  enhanced construction sites.
17,2023,"A case in point, this study conducted the security  analysis of a robot (Turtlebot 3). A synopsis of Turtlebot 3 explored in this exercise is  further provided."
17,2023,"General Security & Vulnerabilities Associated with Robots:  Use of default passwords : Due to the passwords being on default, this is a  significant security vulnerability as it allows unauthorized access."
17,2023,"Outdated and opened remote connection : An open SSH port is another  observed vulnerability, which can potentially be exploited through password  cracking or remote physical access. Furthermore, the use of older SSH versions  presents a potential exploit route for the robot and its OS. Ease of access : The robots operating system if physically accessible can be  compromised. Physical susceptibility to damage : Robots are susceptible to DoS attacks leading  to flooding the robots system with requests, potentially shutting it down. Insecure integrated component : Robots that are equipped with sensors are  prone to collect sensitive data, hence crucial to safeguard against unauthorized  access."
17,2023,Methodology: The overall process followed to conduct the exploitation of the ROS and  remote computer is presented in this figure.
17,2023,This process is categorized into  three phases where each phase depicts a major milestone in the hacking  process.
17,2023,"Recommendations: Recommendations to enhance security of the system: Implement a comprehensive set of security enhancements, including alarms and physical security measures. Enhance network security with advanced Wi-Fi protocols, encryption, and a robust firewall."
17,2023,Enforce password complexity and conduct security testing for vulnerability identification.
17,2023,Deploy anti-virus software and consider a private network for sensitive data.
17,2023,Implement data encryption using secure key exchange algorithms and communication protocols.
17,2023,Lessons Learned: Conducting this exercise has opened our understanding in the following aspects: An improved insight into the building of a turtlebot. Enhanced knowledge on how to configure and control a turtlebot.
17,2023,Gained extensive knowledge about Robot Operating System (ROS) and some available usage of this OS.
17,2023,Extensive insight on approaches to compromise the wifi router with different protocols using several cracking methodologies.
17,2023,"With AI taking over the IT world, there is still a demand for ethical hackers to mitigate the world of cybersecurity."
17,2023,First we would like to introduce ourselves.
17,2023,We're from Zayed University.
17,2023,So I would like to introduce first my colleague Mariam.
17,2023,She's going to begin.
17,2023,So what if we can make the construction industry safer. Construction industry we are facing challenges that related to putting human life in danger and using a wide manpower utilization.
17,2023,"So with the advance of technology and using robots, this can help us to find solutions to that challenges. There is a study says that if we replace using human with robot, this can help us to increase the performance as well the productivity."
17,2023,And we can decrease the accidents.
17,2023,And we found the vulnerabilities which is that the password is being default.
17,2023,"So this allow us to get an authorized access, as well, there is an SSH port, it's open. So this can help us to crack the password as well remote access."
17,2023,So some of the vulnerabilities is the ease of access.
17,2023,"For example, one of the instructions that you put in the criteria is the fact that if we couldn't access it remotely, we can access it physically and that's basically through."
17,2023,So here one of the vulnerabilities is the susceptibility to damage.
17,2023,"So for example, we're doing DoS attacks."
17,2023,"We're basically splitting packets to the robot, which can cause it to completely shut down."
17,2023,"And here we also added that sensors are what makes the robot smart, but also like a vulnerability when it comes to sensors that they can attain knowledge about our information through data breach."
17,2023,Our next would be methodology. For the methodology.
17,2023,We have different kind of phases and we will be needing to go through the different phases appropriately in order to successfully attack the machine.
17,2023,"Phase number one, which is through cracking the Wi-Fi password and we spend on using aircrack to crack the password."
17,2023,"After cracking the password, this will give us the ability to access BobÕs PC."
17,2023,And in order to do that we need to check the status and the availability of the port.
17,2023,"In our case, SSH was an open port and this would allow us to access the PC remotely."
17,2023,"The other backup plan we had for phase two, if the ports weren't open, was through social engineering."
17,2023,Humans tend to underestimate the vulnerability that we have.
17,2023,"Hackers can manipulate humans through social engineering, for example spear fishing or shoulder surfing."
17,2023,"So in case the ports weren't away, we had that as an option. But we had SSH port open, which helped us into going through the third phase, which is SSH."
17,2023,"After gaining access, we decided on changing the default settings to maintain the access as a crucial point to being able to exploit the machine."
17,2023,"Lastly, phase number four, which was the attack itself and the phase that we were working on, heading towards, the attack that we decided to do is the DoS attack, SYN flood."
17,2023,"And we stopped the communication between the robot and the victim PC. And by doing the attack, this will allow us to successfully stop and corrupt the robot into doing the actual task that initially was going to."
17,2023,"Hi, I will explain the table."
17,2023,So basically about what we did here.
17,2023,"So first it was about that Wi-Fi uses WPA2, which is a vulnerability. We were planning to use airmon to crack the Wi-Fi password, but unfortunately something happened to our adapter. So we asked for the Wi-Fi password."
17,2023,"So for this vulnerability, we suggest that the router for connecting to the robot should be using the WPA3 and should have a strong password."
17,2023,"So as you can see, the levels that will be affected are level zero and one."
17,2023,These levels are based on the network architecture that we got from round one for the robot.
17,2023,"Then we were trying to get access to the robot computer and after getting the Wi-Fi password, we were able to get the IP address of the robot, both the robot and our robot computer. And then we did Nmap and discovered that the robot computer had an open port which was SSH."
17,2023,"We tried to use Hydra to crack the password for the robot computer, but we were not able to do that."
17,2023,And we tried to use an AI generator to create a word list based on the help that we got.
17,2023,But we were not able to do it.
17,2023,"So we asked for the password for the SSH connection. But we recommend that for the SSH connection, it should have a hard to guess log in and password."
17,2023,"And if someone access it, the sensitive file should be encrypted or hidden so that they will not be able to see it."
17,2023,"And the level that was affected here was level one, basically the robot computer."
17,2023,"Then after getting the access to the SSH, we were able to see the network and the connection and everything."
17,2023,We were able to find a sensitive file which was called myturtlepass.txt.
17,2023,So this file had a hash where we were supposed to use cryptography to get the password for the SSH connection between the remote PC with the robot.
17,2023,"But we did not have time to get the password. So we asked for the password for the SSH connection with the robot. We were able to get into the robot after getting the password, but we did not have time to find the file. But we were trying to look through to get the sensitive files but unfortunately we could not find it."
17,2023,So now I will leave you with my colleague.
17,2023,"As my teammate briefly explained on how we were planning on compromising the security network for the robot, we came up with several recommendations that could enhance the security of the system as well as the security of the robot."
17,2023,Starting with the physical robot itself.
17,2023,As it is the core component of the system and that is the most vulnerable component that we have just can access to the robot. So we would like to introduce an alarm system that could alarm us if anyone would like would like to access the robot facility.
17,2023,"Since the construction site is an open area and while to delve into the security of the robot, we would like to also enhance the software security of the robot by enforcing a complex password as well as conducting extensive security testing protocol. And also with the current rapid development and the spread of malware across the Internet, it would be safe to deploy antivirus software on the operating system of the computer and the robot. And, preferably establishing a VPN connection between the robot and the computer, to have a safe communication between the both of them, and to minimize the risks of outsiders hacking into the connection and taking any data in transit. Speaking of the data in transit, we would like to, if there was a chance that the data had been compromised or stolen and between the computer and the robot."
17,2023,"We would like to implement data in question on the data that is being sent, which is the defined paths and all of that."
17,2023,"My teammates and I have gone through ups and downs while preparing for this competition this month, and there are many lessons we have learned that opened our understanding in the following aspects."
17,2023,"Firstly, when it comes to the robot, we have gained intensive, improved insight on what goes into the building of the robot, whether it's configuring or building the robot components itself, and how complicated the process is. We also gained background information about the robot operating system, the ROS, and how we can use it to command the robot, as well as give it, command to, move to hit the obstacles."
17,2023,"Finally, we gained extensive insights about the Wi-Fi router and we had to learn many different ways to compromise the Wi-Fi router, as well as learn the many Wi-Fi router compromises that have to do with the new Wi-Fi protection protocols, which is WPA2."
17,2023,"And finally, even though today it's robotic construction, tomorrow we might use AI."
17,2023,"But even with all of that, with all of the technological demand, with all these gadgets that have been popping off, I think that there is still demand for ethical hackers, because only we can elevate the world of cybersecurity to a higher level than it was yesterday."
18,2023,"Compromise by Manipulating Sensor Data: We can envision scenarios where LiDAR signals are disrupted, accelerometer data is altered, or noise is introduced into magnetometer readings."
18,2023,"Such manipulations could result in false environmental readings, causing the robotic system to misinterpret its surroundings and make incorrect decisions."
18,2023,"We could employ techniques like sensor spoofing. For instance, they might create a device that emits signals mimicking obstacles or environmental conditions."
18,2023,"These false signals could confuse LiDAR and other sensors, leading to inaccurate mapping and perception."
18,2023,consider the infiltration of the Wi-Fi network connecting the Robot Computer and External Computer.
18,2023,"This could involve advanced techniques like Man-in-the-Middle attacks, where we can intercept data packets. By exploiting vulnerabilities in the Wi-Fi router, unauthorized access could be gained, allowing the attacker to modify critical data packets."
18,2023,This intrusion might compromise the integrity of information exchanged between the two computers.
18,2023,"Manipulating the ROS Network. Exploring the ROS network, compromise by injecting malicious nodes or exploiting vulnerabilities in ROS services."
18,2023,"By compromising the network's integrity, misinformation could spread, leading to nodes misinterpreting commands or sending false data. Unauthorized control commands could be injected, disrupting the intended communication flow, and compromising the robot's operation."
18,2023,"So, this can be done through Adding new ROS rogue nodes and communicate part of ROS environment because there is no authentication is done for the ROS nodes to check authenticity. or creating a new ROS service that can take over the current services in term of communication of nodes and result in false processes."
18,2023,"By broadcasting interference on frequencies used by the robot's sensors, an attacker could disrupt data transmission and reception, causing the robot to lose crucial information."
18,2023,"Exploiting the HMI Layer. Examining vulnerabilities within the HMI layer, especially focusing on potential flaws in graphical user interfaces (GUIs), Malicious users could exploit these vulnerabilities to issue unauthorized commands or manipulate visualization data. In scenarios where GUIs lack robust authentication protocols, attackers could deceive operators into executing unintended actions, resulting in unexpected robotic behavior."
18,2023,"Physical Tampering. Physical tampering with sensors or components of the robotic system. might include tampering with LiDAR sensors or disrupting the connection between sensors and the Robot Computer. Exploiting physical access vulnerabilities could lead to compromised sensors, causing the robot to make decisions based on faulty or manipulated data. Physically tamper connections, splice into the sensor wires, or compromise the sensor firmware to manipulate the data before it reaches the robot computer."
18,2023,ROS is an open-source robot control framework with services like functionality and hardware control. It offers tools to build robot applications.
18,2023,"The section discusses disabling ROS operations due to potential vulnerabilities: ROS lacks security measures as data transfer occurs without confidentiality, integrity, or authenticity checks. ROS nodes do not authenticate themselves, making it vulnerable to attacks. Tools like ROSPenTo and robosploit exploit and manipulate ROS application these weaknesses, potentially disabling robots."
18,2023,"SYN flooding attacks overload ROS servers, leading to denial-of-service. The SYN flooding attack, a simple yet effective method, exploits the three-way handshake used in network connections. Attackers use a botnet to overwhelm the server (ROS in this case) by sending TCP-SYN packets to initiate connections. After receiving SYN-ACK responses, attackers ignore them, causing the server to wait indefinitely. As the server's hardware has a limit on connections, this overload eventually crashes the server, leading to a denial-of-service attack."
18,2023,"Attackers can disable the robot's WiFi router using methods like WiFi jammers, which disrupt connections between the robot and external devices by broadcasting powerful signals in the 2.4 Ò5 GHz range. Another technique involves WiFi de-authentication attacks, where attackers send de-authentication packets to all devices in the network, prompting disconnections by sending de-authentication packets using tools like wifite. The continuous cycle of disconnection and reconnection disrupts network services, leading to a denial-of-service attack on the robot's external computer."
18,2023,"Also, compromising the Wi-Fi router using brute-force attacks on its admin panel or exploiting unpatched firmware vulnerabilities. We can do a DHCP attack on the Wi-Fi router to ruin the operation of the robot by taking all the IP addresses."
18,2023,Manipulating Sensor Inputs and Disrupting Actuators.
18,2023,"tweaking sensor inputs like LiDAR, gyroscope, accelerometer, or magnetometer data."
18,2023,"By sending false information to the LiDAR sensor, for instance, the robot might misinterpret obstacles, leading to misguided actions."
18,2023,Compromising actuators such as motors or servos.
18,2023,This could be achieved through software manipulation or physical tampering.
18,2023,"Disrupting these components might cause erratic movements or even complete function failures, severely impacting the system's operation."
18,2023,"ROS Network Sabotage. Targeting the complex ROS network, an attacker could manipulate critical nodes, causing communication breakdowns. This disruption would disrupt information flow between system parts, leading to operational chaos."
18,2023,Tampering with the robot's power source or energy systems is an option.
18,2023,"Inducing power fluctuations could lead to unexpected shutdowns or malfunctions, disrupting the system's operation unpredictably."
18,2023,"ROS Network Vulnerabilities. The Robot Operating System (ROS) Network, with its open architecture, presents a complex vulnerability. The is no authentication is enforced in the communication by ROS nodes therefore it considered a vulnerable. We can create a ROS service or a rogue ROS Nodes. Since, Autonomous control in level 3 call the ROS Service for autonomous control."
18,2023,"Sensors and actuators in robots are vulnerable components because they provide essential data, execute actions, and heavily depends on them. If compromised, robots can misinterpret their environment, leading to misguided movements or actions."
18,2023,"These sensors and actuators usually have such resources limitation in terms of power, processors, and storage."
18,2023,Where they also lack strong security mechanisms.
18,2023,"Wi-Fi router to create master network is considered a vulnerable component in the Robot system. Using Wi-Fi as a network medium can pose serious threat and result in unsecure communication channels, Wi-Fi signals are transmitted wirelessly, making them susceptible to interception and eavesdropping by unauthorized parties and network intruders. Wi-Fi router is considered an entry point where any attackers may try to break through to enter a system."
18,2023,"HMI Layer and GUI Vulnerabilities. The Human-Machine Interaction (HMI) layer 4, specifically graphical user interfaces (GUIs), is susceptible to manipulation. HMI layer 4 commands overrides level 3 commands using visualization software on external computer."
18,2023,"Therefore, if we can infect or intercept the communication of and control the external computer."
18,2023,Then we can control actions of the robot.
18,2023,Level 3 is vulnerable.
18,2023,"Attackers can attempt Replay Attacks, where they capture legitimate commands and replay them to manipulate the robot. They can also execute Denial-of-Service (DoS) attacks by overwhelming the ROS Network with requests, rendering the robot unresponsive. Also in level 3, the ROS is directly connected to the sensors, it's clear that there is no data preprocessing, if an attacker controlled the sensors and the data collected, then he could technically take over the robot by sending perfectly crafted."
18,2023,"While the external computer has a bi-directional connection to the ROS then it created a path for attacker to get control of the system, because vulnerabilities also exist in the software running on the External Computer, such as buffer overflow exploits or malicious code injection via the HMI interfaces."
18,2023,Advanced Encryption and Authentication: Such as WPA3 For Wi-Fi ROUTER and apply authentication mechanism on ROS network between nodes and services. To authenticate any nodes before communication.
18,2023,"Implementing authentication mechanisms, such as Secure Sockets Layer (SSL) or Transport Layer Security (TLS), ensures that only authorized nodes can join the network."
18,2023,Regularly updating ROS packages and running security audits can identify vulnerabilities and potential exploits.
18,2023,"Enhanced Data Validation and Filtering in Level 3: To mitigate Replay Attacks, implement advanced data validation and filtering mechanisms."
18,2023,The system should verify the legitimacy of incoming commands and sensor data. It could use cryptographic signatures or timestamp validation to ensure that commands are not replayed maliciously.
18,2023,"Additionally, incorporate anomaly detection algorithms to detect unusual patterns in data, signaling potential attacks. Data Preprocessing and Anomaly Detection: Introduce data preprocessing in Level 3 to filter out anomalous sensor data."
18,2023,Implementing algorithms that can recognize and discard data that deviates significantly from expected patterns can prevent the robot from acting on manipulated sensor inputs.
18,2023,"Sensors (e.g., LiDAR, gyroscope, accelerometer) and actuators (e.g., motors, servos) require physical and digital safeguards."
18,2023,Employing tamper-evident seals and physical access control measures ensures the physical integrity of these components.
18,2023,Data from sensors must undergo rigorous validation to detect anomalies or manipulations. Regular calibration checks should verify sensor accuracy.
18,2023,"For actuators, redundancy and fail-safe mechanisms can minimize the impact of tampering."
18,2023,Continuous monitoring of sensor and actuator behavior is essential to detect deviations from expected norms.
18,2023,"Intrusion Detection and Network Segmentation: In Level 3, deploy intrusion detection systems to monitor the ROS Network for signs of Denial-of-Service (DoS) attacks."
18,2023,Segment the network to isolate critical robot control components from the External Computer's communication.
18,2023,This would limit the attack surface and protect against external interference.
18,2023,"Intrusion detection systems must monitor network traffic for anomalous behavior, promptly alerting administrators to potential threats."
18,2023,External Computer Security: Strengthen security measures on the External Computer by regularly applying security patches and updates.
18,2023,"Implementing strong access controls, firewalls, and intrusion prevention systems can help defend against buffer overflow exploits and malicious code injection via HMI interfaces."
18,2023,Conduct regular security audits and penetration testing on the software running on the External Computer to identify and rectify vulnerabilities proactively.
18,2023,Comprehending the motivations behind compromising a robotic system in a construction site is crucial for creating effective security strategies.
18,2023,The following are diversified motivations:  Industrial Espionage.
18,2023,Construction rivals may seek to gain a competitive edge by accessing confidential plans and technologies. This information can be misused for bidding advantage or replicating successful construction methods.
18,2023,"Personal revenges or professional rivalries might drive individuals to disrupt operations, causing financial losses and harming competitors' reputations, settling personal scores."
18,2023,Financial Gain through Ransom.
18,2023,"Cybercriminals exploit the time-sensitive nature of construction projects, disrupting operations and demanding ransoms."
18,2023,Paying becomes a tempting option due to financial losses incurred during downtime.
18,2023,Disruption of Construction Operations.
18,2023,Intentional disruption for ideological reasons aims to draw attention to causes.
18,2023,"Chaos ensues, causing delays and financial losses, amplifying the message activists wish to convey."
18,2023,Research and Experimentation: Ethical hackers explore vulnerabilities to enhance security measures.
18,2023,"While not malicious, these activities can inadvertently disrupt operations, highlighting potential threats for mitigation."
18,2023,"Activists target projects deemed environmentally harmful or socially unjust. Their intention is to disrupt and raise awareness, reflecting their ethical concerns."
18,2023,"Nation-states engage in espionage, targeting construction projects for political or economic advantages."
18,2023,Intellectual property theft and geopolitical gains drive these attacks.
19,2023,"SD Card Data Corruption via Harmful Radiation: Threat Priority: Moderate to High. Motivation: The attacker aims to compromise critical data stored on the robotic system's SD card, disrupting its operations, and causing potential chaos. Attack Approach: The attacker plans to compromise the data stored on the robot's SD card by exposing it to harmful radiation."
19,2023,This radiation could be in the form of electromagnetic interference or targeted energy beams.
19,2023,Identification of SD Card Location: Identify the SD card slot within the robotic system.
19,2023,"Generation of Harmful Radiation: Develop a device emitting harmful radiation, either through electromagnetic interference or focused energy beams."
19,2023,"Precision Targeting: Align the radiation device precisely with the SD card location, ensuring accuracy to avoid collateral damage."
19,2023,"Activation of Harmful Radiation: Time the activation during critical data read/write operations, maximizing the impact on stored data integrity."
19,2023,"Data Corruption and Disruption: The emitted radiation corrupts the data on the SD card, leading to flipped bits and compromised data integrity."
19,2023,"The corruption causes erratic movements, sensor malfunctions, and disrupted workflows within the robotic system."
19,2023,"Wireless Signal Jamming for Data Disruption: Threat Priority: Moderate to High Motivation: The attacker compromises the data collected by the robotic system by exploiting a vulnerability in its wireless communication. Attack Approach: Interfere with the wireless signals used for communication between the robotic system and external computers, particularly during critical data transmission."
19,2023,Identification of Critical Data Transmission Points: identifying key moments when critical data is transmitted between the robotic system and external computers.
19,2023,This could include real-time sensor data streaming or commands sent from operators.
19,2023,"Wireless Signal Jamming Devices: Leveraging a vulnerability in the reliance on wireless communication, by deploying signal jamming devices strategically around the construction site."
19,2023,These devices emit interference signals on the same frequency bands used by the robot's wireless communication.
19,2023,"Activation at Key Moments: Exploiting the vulnerability in the timing of critical data transmission, by activating the signal jamming devices precisely when critical data transmission is expected."
19,2023,This disrupts the wireless communication between the robot and external computers.
19,2023,"Data Transmission Errors: As a result of the interference, data packets become corrupted or lost during transmission, taking advantage of the vulnerability in the data integrity of wireless communication."
19,2023,"This leads to data errors, delays in commands, and potentially incomplete sensor data reaching the external computers."
19,2023,"Which finally leads to errors in navigation, safety hazards, and interruptions in construction operations."
19,2023, Unauthorized Code Execution: Threat Priority: High.
19,2023,"Unauthorized code execution enables untrusted clients on the robotic platform network to inject and run malicious code that can seriously affect the robot's operations, assuming there're no IP restrictions in place, allowing any device on the network to send commands to the robot."
19,2023,"Identify a vulnerability in the robot's software that permits the execution of custom commands or scripts. This vulnerability could exist in the robot's operating system, control software, or an application on the robot's computer."
19,2023,"Send specially crafted commands or scripts to the robot's computer from an untrusted client on the robotic platform network, aiming to exploit the identified vulnerability."
19,2023,"Once the malicious code is executed, the robot's computer carries out unintended actions. For instance, the attacker might inject code that makes the robot move unexpectedly or unsafely, tamper with the robot's sensors to provide false data, or manipulate the robot's perception of its environment. Thus, resulting in safety risks, disrupting planned tasks, or damaging the robot itself."
19,2023," Attack Sensors: Scenario: LiDAR Spoofing and DOS Attacks. Background: In this scenario, my goal is to manipulate the LiDAR sensor data to mislead the robot, but we'll exploit the network connection between the external computer and the robot's computer to achieve this."
19,2023,Spoofing: The attacker employs a broadcasting system tailored to transmit spurious signals directly toward the LiDAR sensor.
19,2023,"This specialized system incorporates a low-power laser and a pulse generator, both powered by accessible platforms like Raspberry Pi or Arduino."
19,2023,"Remarkably, the construction of this deceptive apparatus can be accomplished with minimal expenditure, typically around $60."
19,2023,This critical step enables the creation of a highly convincing deception aimed at manipulating the robot's perception by injecting fabricated data directly into the LiDAR sensors.
19,2023,DOS: Atacker's spurious signals are numerous and convincing that they overwhelm the tracking system.
19,2023,"Essentially, they create a scenario where the LiDAR is flooded with false information, making it unable to distinguish genuine objects from fabricated ones."
19,2023,"The flood of fake data disrupts the tracking system's normal functioning, rendering it ineffective and causing significant operational disruption."
19,2023," Energy Drain: Deploying energy-draining devices near the robot's charging station to emit Electromagnetic Interference in which electromagnetic radiation interfere with the normal operation of the electronic devices. Thus, leading to increase power consumption and reduce the robot battery life making them drain faster forcing the robot to return to the charging station frequently and reducing its overall operational efficiency."
19,2023,"This can be done by using High power Radio Frequency Amplifiers, while ensuring no risk is posed to human health."
19,2023,Software: They are often arising from suboptimal programming practices or insufficient security considerations during design.
19,2023,"For example, the ROS nodes can be terminated when an unauthorized node with the same name is connected to the ROS network, potentially leading to system disruptions."
19,2023,"Moreover, connected nodes can generate fake messages on a published topic without authentication or validation, compounding software vulnerabilities."
19,2023,"ROS Network Vulnerabilities: They can happen in robotic systems due to its complexity, potential external access, lack of built-in authentication, reliance on message-based communication, and open-source nature."
19,2023,"Complex systems can harbor undiscovered vulnerabilities, compromising node integrity and enabling attackers to pivot."
19,2023,Remote accessibility without proper security measures invites manipulation or disruption.
19,2023,ROS's weak authentication and authorization leads to unauthorized access and manipulation.
19,2023,Inadequate message validation risks malicious injections.
19,2023,Open-source framework exposes code to potential attackers.
19,2023,"Example 1: The ROS Network functions as the core communication infrastructure, resembling the central nervous system of the robot."
19,2023,"A breach in this channel opens the door to command manipulation (Level 3) or sensor data distortion (Level 0), resulting in disruptions to the robot's decision-making processes and potentially hazardous outcomes. Example 2: Allowing an attacker to gain unauthorized control over the robot's movements or override safety protocols, potentially leading to unsafe actions for construction workers or equipment."
19,2023,"Sensors Data Vulnerabilities: The integrity of sensor data, situated at Level 0, is important."
19,2023,Data collected by sensors forms the foundation for efficient robot operation.
19,2023,"Compromising any of the sensors (LiDAR, gyroscope and accelerometer) poses a severe threat to the robot's ability to accurately perceive its environment and make informed decisions leading to collisions or excavation errors."
19,2023,"Example: Attacker manipulating the robot's sensors, analogous to obstructing the robot's sensory perception deliberately."
19,2023,"This malicious action distorts the data and leads to erroneous decisions (command manipulation - Level 3), potentially culminating in accidents or safety breaches."
19,2023,"Physical Vulnerabilities: Stems directly from the robot's physical components, encompassing sensors, actuators, and structural integrity. In the context of a construction environment, where the robot interacts with heavy machinery and equipment, hardware failures or compromises can lead to accidents, injuries, and extensive damage."
19,2023,Example: The susceptibility of the Raspberry Pi's SD card to damage from high radio frequencies highlights a tangible physical vulnerability.
19,2023,"Additionally, any flaw in the robot's power distribution system may result in electrical malfunctions or fires during operation."
19,2023,"Furthermore, storing data locally is always risky and a cloud backup is recommended."
19,2023,"Software Protection:  Develop a well-built, well-defined, and well-secure application code so that it prevents any possible code exploitation.This includes regular firmware updates and software patches, coupled with rigorous monitoring for suspicious activities, and enhanced software protection."
19,2023,"In addition, employ message authentication and encryption mechanisms to add another security layer for the communications between the robot and its control systems. ROS Network Protection: implement counteractive measures such as Message Authentication, Access Control, Secure Protocols, and Digital Certificates. Example 1: Breach in the ROS Network: Implement message authentication to ensure message integrity."
19,2023,"Apply encryption and establish access controls to limit who can send commands and access sensor data. Lastly, adopt secure communication protocols to safeguard data exchange within the ROS network. Example 2: Vulnerability in ROS: Apply message authentication in the control software to verify command legitimacy and regularly audit the ROS network and software for unusual activity."
19,2023,"Deploy Intrusion Detection Systems (IDS) and Intrusion Prevention Systems (IPS) to detect and respond to security breaches in real-time, ensuring worker and equipment safety."
19,2023,"Sensors Data Protection: Two protection measures are Data Validation, and Sensor Data Encryption. Example: an Attacker manipulates the robot's sensors,thus data validation plays a crucial role in safeguarding against this threat. By implementing robust data validation mechanisms, the system can detect and reject any sensor data that deviates from expected norms, effectively mitigating the malicious distortion of sensor data."
